CLUSTER LEVEL 0,ELEMENT NAME,HIERARCHY ID,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.20,1.21,1.22
DIAS TRS,Circumferential barrier,1.1,,,,,,,,,0.51,,,,,,,,0.11,0.19,0.79,0.03,,
,,,,,,,,,,,0.12,,,,,,,,0.98,0.44,0.99,0.73,,
DIAS TRS,Increase the Vane Lean angle,1.2,,,,0.72,,,,,,,,0.2,,,,,0.18,0.3,0.68,0.58,,
,,,,,,0.34,,,,,,,,0.65,,,,,0.49,0.27,0.05,0.83,,
DIAS TRS,Strut Segment Thickness,1.3,,,,0.12,,,,,,,,,,,,,0.52,0.6,0.71,0.13,,
,,,,,,0.59,,,,,,,,,,,,,0.02,0.1,0.06,0.65,,
DIAS TRS,Strut numbers,1.4,,0.72,0.12,,,,,,,,,,,,,,0.51,0.55,0.78,0.92,,
,,,,0.34,0.59,,,,,,,,,,,,,,0.75,0.8,0.51,0.7,,
DIAS TRS,Strut Segment (vane),1.5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DIAS TRS,Mounting stump in inner ring,1.6,,,,,,,,,,,,,,,0.63,,0.51,,0.52,0.98,,
,,,,,,,,,,,,,,,,,0.64,,0.22,,0.77,0.68,,
DIAS TRS,Vane cord parameters,1.7,,,,,,,,,,,,,,,,0.61,0.7,0.89,0.09,0.66,,
,,,,,,,,,,,,,,,,,,0.22,0.51,0.86,0.64,0.32,,
DIAS TRS,Geometry of surfaces along outer perimeter,1.8,,,,,,,,,,,0.47,,,,,0.33,0.55,0.26,,,,
,,,,,,,,,,,,,0.07,,,,,0.97,0.22,0.06,,,,
DIAS TRS,Outer structure with polygonal ring,1.9,0.51,,,,,,,,,,,,,0.8,,,0.84,0.72,,0.19,,
,,,0.12,,,,,,,,,,,,,0.36,,,0.6,0.65,,0.84,,
DIAS TRS,3-point mounting system on outer ring without bump,1.10,,,,,,,,,,,,,,,,,0.56,0.65,,,,
,,,,,,,,,,,,,,,,,,,0.24,0.72,,,,
DIAS TRS,Width of Geometry of outer surfaces on vane,1.11,,,,,,,,0.47,,,,,,,,,0.29,,,0.24,,
,,,,,,,,,,0.07,,,,,,,,,0.98,,,0.25,,
DIAS TRS,Vane Numbers,1.12,,0.2,,,,,,,,,,,,,,,0.98,0.04,0.81,0.94,,
,,,,0.65,,,,,,,,,,,,,,,0.89,0.84,0.86,0.16,,
DIAS TRS,Vane,1.13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DIAS TRS,Mounting stump in outer ring,1.14,,,,,,,,,0.8,,,,,,,,0.78,0.42,,0.22,,
,,,,,,,,,,,0.36,,,,,,,,0.1,0.7,,0.21,,
DIAS TRS,Inner circumferential structure,1.15,,,,,,0.63,,,,,,,,,,,0.87,0.75,0.97,0.67,,
,,,,,,,,0.64,,,,,,,,,,,0.68,0.7,0.74,0.55,,
DIAS TRS,Geometry of surfaces along inner perimeter,1.16,,,,,,,0.61,0.33,,,,,,,,,0.62,,0.97,,,
,,,,,,,,,0.22,0.97,,,,,,,,,0.1,,0.59,,,
DIAS TRS,(M) non-standard Standard Welding Robot  provided by supplier Y,1.17,0.11,0.18,0.52,0.51,,0.51,0.7,0.55,0.84,0.56,0.29,0.98,,0.78,0.87,0.62,,,,,,
,,,0.98,0.49,0.02,0.75,,0.22,0.51,0.22,0.6,0.24,0.98,0.89,,0.1,0.68,0.1,,,,,,
DIAS TRS,(M) Positioned outer ring,1.18,0.19,0.3,0.6,0.55,,,0.89,0.26,0.72,0.65,,0.04,,0.42,0.75,,,,,,,
,,,0.44,0.27,0.1,0.8,,,0.86,0.06,0.65,0.72,,0.84,,0.7,0.7,,,,,,,
DIAS TRS,(M) Positioned inner ring,1.19,0.79,0.68,0.71,0.78,,0.52,0.09,,,,,0.81,,,0.97,0.97,,,,,,
,,,0.99,0.05,0.06,0.51,,0.77,0.64,,,,,0.86,,,0.74,0.59,,,,,,
DIAS TRS,(M) Positioned struts,1.20,0.03,0.58,0.13,0.92,,0.98,0.66,,0.19,,0.24,0.94,,0.22,0.67,,,,,,,
,,,0.73,0.83,0.65,0.7,,0.68,0.32,,0.84,,0.25,0.16,,0.21,0.55,,,,,,,
DIAS TRS,(M) Accommodate radially OR separate from STRUT  separated from IR,1.21,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DIAS TRS,(M) Assemble TRS through an assembly station,1.22,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
